HOW,INDEX,LABEL,X,Y,Z,NPIX,T2,T2STD,T2CINT,FF,OUTLINE
VOLUME,NA,VL_R,24.99771463870789,20.666722893711892,-206.6020050048815,7677.0,36.05184316790413,7.178653664907481,6.051450481434464,0.2685329032188704,
VOLUME,NA,VI_R,24.99771463870789,20.666722893711892,-206.6020050048815,4335.0,35.50795847750865,9.016855617169577,6.000139540304138,0.2353973031105476,
VOLUME,NA,VM_R,24.99771463870789,20.666722893711892,-206.6020050048815,4482.0,36.78090138331102,9.35261496980429,6.654401055422008,0.2678233263740804,
VOLUME,NA,RF_R,24.99771463870789,20.666722893711892,-206.6020050048815,2460.0,34.64715447154472,9.861103066674929,5.528329076531829,0.27835280650814304,
VOLUME,NA,SAR_R,24.99771463870789,20.666722893711892,-206.6020050048815,1752.0,37.30707762557078,15.440983393944068,10.940554188015113,0.5526301624789443,
VOLUME,NA,GRA_R,24.99771463870789,20.666722893711892,-206.6020050048815,892.0,25.381165919282513,15.065120363124567,15.249238721306208,0.8576660166772282,
VOLUME,NA,SM_R,24.99771463870789,20.666722893711892,-206.6020050048815,1666.0,30.084033613445378,16.36531914277044,19.469763264257928,0.857206236097485,
VOLUME,NA,ST_R,24.99771463870789,20.666722893711892,-206.6020050048815,1418.0,33.83638928067701,13.79995202238949,13.1214619503016,0.6723158106569664,
VOLUME,NA,BF_R,24.99771463870789,20.666722893711892,-206.6020050048815,2329.0,36.50021468441391,8.48812091129914,8.128019851557992,0.426281348485146,
VOLUME,NA,BF_SH_R,24.99771463870789,20.666722893711892,-206.6020050048815,172.0,36.36046511627907,16.226530666106218,22.585441338220917,0.7763904402603727,
VOLUME,NA,AM_R,24.99771463870789,20.666722893711892,-206.6020050048815,6120.0,33.65114379084967,9.438588849825816,7.8732571278832895,0.4133328191065894,
VOLUME,NA,AL_R,24.99771463870789,20.666722893711892,-206.6020050048815,812.0,28.25,14.925440723415083,20.171640545575215,0.8693947291705316,
VOLUME,NA,AB_R,24.99771463870789,20.666722893711892,-206.6020050048815,349.0,39.42406876790831,11.864231697009037,12.46487909980202,0.5508530239966689,
VOLUME,NA,VL_L,24.99771463870789,20.666722893711892,-206.6020050048815,7129.0,36.299340720998735,6.667221726218106,5.642795388053031,0.2213702898457527,
VOLUME,NA,VI_L,24.99771463870789,20.666722893711892,-206.6020050048815,4866.0,35.39662967529799,8.973891260659054,5.322816947427747,0.20689884446837437,
VOLUME,NA,VM_L,24.99771463870789,20.666722893711892,-206.6020050048815,4928.0,36.107548701298704,8.551825856777088,7.187057354557218,0.2817317013608655,
